locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_00723	CDS	180				hypothetical protein
BCDAKLAD_00724	gene	1014				
BCDAKLAD_00724	CDS	1014				hypothetical protein
BCDAKLAD_00725	gene	318				
BCDAKLAD_00725	CDS	318				hypothetical protein
BCDAKLAD_00726	gene	264				
BCDAKLAD_00726	CDS	264				hypothetical protein
BCDAKLAD_00727	gene	216				
BCDAKLAD_00727	CDS	216				hypothetical protein
BCDAKLAD_00728	gene	2115				
BCDAKLAD_00728	CDS	2115				hypothetical protein
BCDAKLAD_00729	gene	444				
BCDAKLAD_00729	CDS	444				Single-stranded DNA-binding protein
BCDAKLAD_00730	gene	978				
BCDAKLAD_00730	CDS	978				hypothetical protein
BCDAKLAD_00731	gene	702				
BCDAKLAD_00731	CDS	702				hypothetical protein
BCDAKLAD_00732	gene	99				
BCDAKLAD_00732	CDS	99				hypothetical protein
BCDAKLAD_00733	gene	1140				
BCDAKLAD_00733	CDS	1140				hypothetical protein
BCDAKLAD_00734	gene	327				
BCDAKLAD_00734	CDS	327				hypothetical protein
BCDAKLAD_00735	gene	3066				
BCDAKLAD_00735	CDS	3066				hypothetical protein
BCDAKLAD_00736	gene	372				
BCDAKLAD_00736	CDS	372				hypothetical protein
BCDAKLAD_00737	gene	630				
BCDAKLAD_00737	CDS	630				hypothetical protein
BCDAKLAD_00738	gene	894				
BCDAKLAD_00738	CDS	894				hypothetical protein
BCDAKLAD_00739	gene	657				
BCDAKLAD_00739	CDS	657				hypothetical protein
BCDAKLAD_00740	gene	282				
BCDAKLAD_00740	CDS	282				hypothetical protein
BCDAKLAD_00741	gene	480				
BCDAKLAD_00741	CDS	480				hypothetical protein
BCDAKLAD_00742	gene	711				
BCDAKLAD_00742	CDS	711				hypothetical protein
BCDAKLAD_00743	gene	402	hiuH			
BCDAKLAD_00743	CDS	402	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
BCDAKLAD_00744	gene	171				
BCDAKLAD_00744	CDS	171				hypothetical protein
BCDAKLAD_00745	gene	1305	gltA_1			
BCDAKLAD_00745	CDS	1305	gltA_1	2.3.3.16	COG0372	Citrate synthase
BCDAKLAD_00746	gene	867				
BCDAKLAD_00746	CDS	867				hypothetical protein
BCDAKLAD_00747	gene	921	lpxL_1			
BCDAKLAD_00747	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
BCDAKLAD_00748	gene	273				
BCDAKLAD_00748	CDS	273				hypothetical protein
BCDAKLAD_00749	gene	1569	cadC			
BCDAKLAD_00749	CDS	1569	cadC		COG3710	Transcriptional activator CadC
BCDAKLAD_00750	gene	1335	cadB			
BCDAKLAD_00750	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
BCDAKLAD_00751	gene	2148	cadA			
BCDAKLAD_00751	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
BCDAKLAD_00752	gene	1476	dtpC			
BCDAKLAD_00752	CDS	1476	dtpC		COG3104	Dipeptide and tripeptide permease C
BCDAKLAD_00753	gene	1518	lysU			
BCDAKLAD_00753	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
BCDAKLAD_00754	gene	426				
BCDAKLAD_00754	CDS	426				hypothetical protein
BCDAKLAD_00755	gene	921	iolE_1			
BCDAKLAD_00755	CDS	921	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
BCDAKLAD_00756	gene	1173	iolG_2			
BCDAKLAD_00756	CDS	1173	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BCDAKLAD_00757	gene	1032	iolU_1			
BCDAKLAD_00757	CDS	1032	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
BCDAKLAD_00758	gene	1008	iolG_3			
BCDAKLAD_00758	CDS	1008	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
BCDAKLAD_00759	gene	1035				
BCDAKLAD_00759	CDS	1035				hypothetical protein
BCDAKLAD_00760	gene	924	thpA_1			
BCDAKLAD_00760	CDS	924	thpA_1		COG1879	D-threitol-binding protein
BCDAKLAD_00761	gene	1485	mglA_1			
BCDAKLAD_00761	CDS	1485	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BCDAKLAD_00762	gene	1032	rbsC_3			
BCDAKLAD_00762	CDS	1032	rbsC_3		COG1172	Ribose import permease protein RbsC
BCDAKLAD_00763	gene	642				
BCDAKLAD_00763	CDS	642				hypothetical protein
BCDAKLAD_00764	gene	1005	cra_2			
BCDAKLAD_00764	CDS	1005	cra_2		COG1609	Catabolite repressor/activator
BCDAKLAD_00765	gene	1401	scrB			
BCDAKLAD_00765	CDS	1401	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
BCDAKLAD_00766	gene	1371	sacX			
BCDAKLAD_00766	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
BCDAKLAD_00767	gene	1518	scrY_1			
BCDAKLAD_00767	CDS	1518	scrY_1			Sucrose porin
BCDAKLAD_00768	gene	924	scrK			
BCDAKLAD_00768	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
BCDAKLAD_00769	gene	768	iprA_1			
BCDAKLAD_00769	CDS	768	iprA_1			Inhibitor of hydrogen peroxide resistance
BCDAKLAD_00770	gene	345	yiaW			
BCDAKLAD_00770	CDS	345	yiaW			Inner membrane protein YiaW
BCDAKLAD_00771	gene	1143	yibH_2			
BCDAKLAD_00771	CDS	1143	yibH_2		COG1566	Inner membrane protein YibH
BCDAKLAD_00772	gene	798	fhuC_2			
BCDAKLAD_00772	CDS	798	fhuC_2	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
BCDAKLAD_00773	gene	1083	hmuU_1			
BCDAKLAD_00773	CDS	1083	hmuU_1		COG0609	Hemin transport system permease protein HmuU
BCDAKLAD_00774	gene	1119	btuF_2			
BCDAKLAD_00774	CDS	1119	btuF_2			Vitamin B12-binding protein
BCDAKLAD_00775	gene	390				
BCDAKLAD_00775	CDS	390				hypothetical protein
BCDAKLAD_00776	gene	456				
BCDAKLAD_00776	CDS	456				hypothetical protein
BCDAKLAD_00777	gene	1179	hipO_1			
BCDAKLAD_00777	CDS	1179	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
BCDAKLAD_00778	gene	777	hisJ_1			
BCDAKLAD_00778	CDS	777	hisJ_1		COG0834	Histidine-binding periplasmic protein
BCDAKLAD_00779	gene	954	yajO_2			
BCDAKLAD_00779	CDS	954	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BCDAKLAD_00780	gene	792	moaF			
BCDAKLAD_00780	CDS	792	moaF			Protein MoaF
BCDAKLAD_00781	gene	777	fabG_3			
BCDAKLAD_00781	CDS	777	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCDAKLAD_00782	gene	1734	atsA			
BCDAKLAD_00782	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
BCDAKLAD_00783	gene	1188	atsB			
BCDAKLAD_00783	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
BCDAKLAD_00784	gene	684	malT_1			
BCDAKLAD_00784	CDS	684	malT_1			HTH-type transcriptional regulator MalT
BCDAKLAD_00785	gene	1173				
BCDAKLAD_00785	CDS	1173				hypothetical protein
BCDAKLAD_00786	gene	1116				
BCDAKLAD_00786	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
BCDAKLAD_00787	gene	303				
BCDAKLAD_00787	CDS	303				hypothetical protein
BCDAKLAD_00788	gene	363				
BCDAKLAD_00788	CDS	363				hypothetical protein
BCDAKLAD_00789	gene	543				
BCDAKLAD_00789	CDS	543				hypothetical protein
BCDAKLAD_00790	gene	1500	steT			
BCDAKLAD_00790	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
BCDAKLAD_00791	gene	366				
BCDAKLAD_00791	CDS	366				hypothetical protein
BCDAKLAD_00792	gene	1302	puuB_1			
BCDAKLAD_00792	CDS	1302	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BCDAKLAD_00793	gene	1485	feaB_1			
BCDAKLAD_00793	CDS	1485	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
BCDAKLAD_00794	gene	1083	yncE_1			
BCDAKLAD_00794	CDS	1083	yncE_1		COG3391	putative protein YncE
BCDAKLAD_00795	gene	2199	fcuA			
BCDAKLAD_00795	CDS	2199	fcuA			Ferrichrome receptor FcuA
BCDAKLAD_00796	gene	1377	pheP			
BCDAKLAD_00796	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
BCDAKLAD_00797	gene	1242	yegT			
BCDAKLAD_00797	CDS	1242	yegT			Putative nucleoside transporter YegT
BCDAKLAD_00798	gene	1023	iolE_2			
BCDAKLAD_00798	CDS	1023	iolE_2	4.2.1.44		Inosose dehydratase
BCDAKLAD_00799	gene	1152	iolG_4			
BCDAKLAD_00799	CDS	1152	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BCDAKLAD_00800	gene	417				
BCDAKLAD_00800	CDS	417				hypothetical protein
BCDAKLAD_00801	gene	981	rbsR_2			
BCDAKLAD_00801	CDS	981	rbsR_2		COG1609	Ribose operon repressor
BCDAKLAD_00802	gene	1245	ybdG_1			
BCDAKLAD_00802	CDS	1245	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
BCDAKLAD_00803	gene	1428	jefA_1			
BCDAKLAD_00803	CDS	1428	jefA_1			Drug efflux pump JefA
BCDAKLAD_00804	gene	867				
BCDAKLAD_00804	CDS	867				hypothetical protein
BCDAKLAD_00805	gene	1044				
BCDAKLAD_00805	CDS	1044				hypothetical protein
BCDAKLAD_00806	gene	318				
BCDAKLAD_00806	CDS	318				hypothetical protein
BCDAKLAD_00807	gene	288				
BCDAKLAD_00807	CDS	288				hypothetical protein
BCDAKLAD_00808	gene	654	nfsB			
BCDAKLAD_00808	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
BCDAKLAD_00809	gene	369				
BCDAKLAD_00809	CDS	369				hypothetical protein
BCDAKLAD_00810	gene	582				
BCDAKLAD_00810	CDS	582				hypothetical protein
BCDAKLAD_00811	gene	1101				
BCDAKLAD_00811	CDS	1101			COG2220	putative protein
BCDAKLAD_00812	gene	342	soxS_1			
BCDAKLAD_00812	CDS	342	soxS_1			Regulatory protein SoxS
BCDAKLAD_00813	gene	249				
BCDAKLAD_00813	CDS	249				hypothetical protein
BCDAKLAD_00814	gene	111				
BCDAKLAD_00814	CDS	111				hypothetical protein
BCDAKLAD_00815	gene	2724	ctpF_1			
BCDAKLAD_00815	CDS	2724	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
BCDAKLAD_00816	gene	1080	mdtA_1			
BCDAKLAD_00816	CDS	1080	mdtA_1			Multidrug resistance protein MdtA
BCDAKLAD_00817	gene	3114	bepG			
BCDAKLAD_00817	CDS	3114	bepG			Efflux pump membrane transporter BepG
BCDAKLAD_00818	gene	720				
BCDAKLAD_00818	CDS	720				hypothetical protein
BCDAKLAD_00819	gene	1116	ybdK			
BCDAKLAD_00819	CDS	1116	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
BCDAKLAD_00820	gene	1668	dppA_1			
BCDAKLAD_00820	CDS	1668	dppA_1		COG0747	Periplasmic dipeptide transport protein
BCDAKLAD_00821	gene	954	gsiC_1			
BCDAKLAD_00821	CDS	954	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
BCDAKLAD_00822	gene	894	gsiD_1			
BCDAKLAD_00822	CDS	894	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
BCDAKLAD_00823	gene	1038	btuD_1			
BCDAKLAD_00823	CDS	1038	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BCDAKLAD_00824	gene	1011	oppD_1			
BCDAKLAD_00824	CDS	1011	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
BCDAKLAD_00825	gene	1269	hyuC			
BCDAKLAD_00825	CDS	1269	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
BCDAKLAD_00826	gene	924				
BCDAKLAD_00826	CDS	924				hypothetical protein
BCDAKLAD_00827	gene	1335	hisC_1			
BCDAKLAD_00827	CDS	1335	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
BCDAKLAD_00828	gene	1464	tauR			
BCDAKLAD_00828	CDS	1464	tauR		COG1167	HTH-type transcriptional regulator TauR
BCDAKLAD_00829	gene	852	fliY_1			
BCDAKLAD_00829	CDS	852	fliY_1		COG0834	L-cystine-binding protein FliY
BCDAKLAD_00830	gene	642	yecS_1			
BCDAKLAD_00830	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
BCDAKLAD_00831	gene	666	hisQ_1			
BCDAKLAD_00831	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
BCDAKLAD_00832	gene	762	occP			
BCDAKLAD_00832	CDS	762	occP			Octopine permease ATP-binding protein P
BCDAKLAD_00833	gene	765	isfD			
BCDAKLAD_00833	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
BCDAKLAD_00834	gene	1338	tpa			
BCDAKLAD_00834	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
BCDAKLAD_00835	gene	705	ddpF			
BCDAKLAD_00835	CDS	705	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
BCDAKLAD_00836	gene	837	dppD_1			
BCDAKLAD_00836	CDS	837	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
BCDAKLAD_00837	gene	834	ddpC_1			
BCDAKLAD_00837	CDS	834	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
BCDAKLAD_00838	gene	1023	dppB_1			
BCDAKLAD_00838	CDS	1023	dppB_1		COG0601	Dipeptide transport system permease protein DppB
BCDAKLAD_00839	gene	1569	ddpA			
BCDAKLAD_00839	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BCDAKLAD_00840	gene	696				
BCDAKLAD_00840	CDS	696				hypothetical protein
BCDAKLAD_00841	gene	1665	betA			
BCDAKLAD_00841	CDS	1665	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
BCDAKLAD_00842	gene	1473	betB_2			
BCDAKLAD_00842	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
BCDAKLAD_00843	gene	588	betI_1			
BCDAKLAD_00843	CDS	588	betI_1		COG1309	HTH-type transcriptional regulator BetI
BCDAKLAD_00844	gene	2034	betT			
BCDAKLAD_00844	CDS	2034	betT		COG1292	High-affinity choline transport protein
BCDAKLAD_00845	gene	447	ivy			
BCDAKLAD_00845	CDS	447	ivy			Inhibitor of vertebrate lysozyme
BCDAKLAD_00846	gene	1257	ybdG_2			
BCDAKLAD_00846	CDS	1257	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
BCDAKLAD_00847	gene	894	gcvA_1			
BCDAKLAD_00847	CDS	894	gcvA_1			Glycine cleavage system transcriptional activator
BCDAKLAD_00848	gene	606				
BCDAKLAD_00848	CDS	606				hypothetical protein
BCDAKLAD_00849	gene	786	fabG_4			
BCDAKLAD_00849	CDS	786	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
BCDAKLAD_00850	gene	798	fabG_5			
BCDAKLAD_00850	CDS	798	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCDAKLAD_00851	gene	1068	rbsC_4			
BCDAKLAD_00851	CDS	1068	rbsC_4		COG1172	Ribose import permease protein RbsC
BCDAKLAD_00852	gene	1545	rbsA_3			
BCDAKLAD_00852	CDS	1545	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BCDAKLAD_00853	gene	621				
BCDAKLAD_00853	CDS	621				hypothetical protein
BCDAKLAD_00854	gene	936	rbsB_2			
BCDAKLAD_00854	CDS	936	rbsB_2		COG1879	Ribose import binding protein RbsB
BCDAKLAD_00855	gene	1521	aplK			
BCDAKLAD_00855	CDS	1521	aplK	2.7.1.-	COG0554	Apulose kinase
BCDAKLAD_00856	gene	951	sorC_1			
BCDAKLAD_00856	CDS	951	sorC_1		COG2390	Sorbitol operon regulator
BCDAKLAD_00857	gene	831	aptA_1			
BCDAKLAD_00857	CDS	831	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
BCDAKLAD_00858	gene	936	aptB_1			
BCDAKLAD_00858	CDS	936	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
BCDAKLAD_00859	gene	624	entD			
BCDAKLAD_00859	CDS	624	entD	2.7.8.-	COG2977	Enterobactin synthase component D
BCDAKLAD_00860	gene	2229	fepA_1			
BCDAKLAD_00860	CDS	2229	fepA_1		COG4771	Ferrienterobactin receptor
BCDAKLAD_00861	gene	1209	fes			
BCDAKLAD_00861	CDS	1209	fes		COG2382	Enterochelin esterase
BCDAKLAD_00862	gene	204	ybdZ			
BCDAKLAD_00862	CDS	204	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
BCDAKLAD_00863	gene	3882	entF			
BCDAKLAD_00863	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
BCDAKLAD_00864	gene	795	fepC			
BCDAKLAD_00864	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
BCDAKLAD_00865	gene	993	fepG			
BCDAKLAD_00865	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
BCDAKLAD_00866	gene	1008	fepD			
BCDAKLAD_00866	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
BCDAKLAD_00867	gene	1242	entS			
BCDAKLAD_00867	CDS	1242	entS		COG0477	Enterobactin exporter EntS
BCDAKLAD_00868	gene	960	fepB			
BCDAKLAD_00868	CDS	960	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
BCDAKLAD_00869	gene	1176	entC			
BCDAKLAD_00869	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
BCDAKLAD_00870	gene	1608	entE			
BCDAKLAD_00870	CDS	1608	entE	6.3.2.14	COG1021	Enterobactin synthase component E
BCDAKLAD_00871	gene	852	entB			
BCDAKLAD_00871	CDS	852	entB	6.3.2.14	COG1535	Enterobactin synthase component B
BCDAKLAD_00872	gene	756	entA			
BCDAKLAD_00872	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
BCDAKLAD_00873	gene	414	entH			
BCDAKLAD_00873	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
BCDAKLAD_00874	gene	2106	cstA			
BCDAKLAD_00874	CDS	2106	cstA		COG1966	Peptide transporter CstA
BCDAKLAD_00875	gene	198				
BCDAKLAD_00875	CDS	198				hypothetical protein
BCDAKLAD_00876	gene	405				
BCDAKLAD_00876	CDS	405				hypothetical protein
BCDAKLAD_00877	gene	303				
BCDAKLAD_00877	CDS	303				hypothetical protein
BCDAKLAD_00878	gene	744	bdcA_1			
BCDAKLAD_00878	CDS	744	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
BCDAKLAD_00879	gene	1089	hcxA			
BCDAKLAD_00879	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
BCDAKLAD_00880	gene	1503	mglA_2			
BCDAKLAD_00880	CDS	1503	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BCDAKLAD_00881	gene	999	rbsC_5			
BCDAKLAD_00881	CDS	999	rbsC_5		COG1172	Ribose import permease protein RbsC
BCDAKLAD_00882	gene	1065				
BCDAKLAD_00882	CDS	1065				hypothetical protein
BCDAKLAD_00883	gene	1242				
BCDAKLAD_00883	CDS	1242				hypothetical protein
BCDAKLAD_00884	gene	1200	mtnK			
BCDAKLAD_00884	CDS	1200	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
BCDAKLAD_00885	gene	1029	mtnA			
BCDAKLAD_00885	CDS	1029	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
BCDAKLAD_00886	gene	1269	agp_1			
BCDAKLAD_00886	CDS	1269	agp_1	3.1.3.10		Glucose-1-phosphatase
BCDAKLAD_00887	gene	1359	glpT_1			
BCDAKLAD_00887	CDS	1359	glpT_1		COG2271	Glycerol-3-phosphate transporter
BCDAKLAD_00888	gene	810	suhB_1			
BCDAKLAD_00888	CDS	810	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
BCDAKLAD_00889	gene	1041	rbsR_3			
BCDAKLAD_00889	CDS	1041	rbsR_3		COG1609	Ribose operon repressor
BCDAKLAD_00890	gene	1239	codA_1			
BCDAKLAD_00890	CDS	1239	codA_1	3.5.4.1	COG0402	Cytosine deaminase
BCDAKLAD_00891	gene	1236				
BCDAKLAD_00891	CDS	1236				hypothetical protein
BCDAKLAD_00892	gene	1263	codB			
BCDAKLAD_00892	CDS	1263	codB		COG1457	Cytosine permease
BCDAKLAD_00893	gene	609	mtnB			
BCDAKLAD_00893	CDS	609	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
BCDAKLAD_00894	gene	1497	lyx_2			
BCDAKLAD_00894	CDS	1497	lyx_2	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
BCDAKLAD_00895	gene	1029	yoaD			
BCDAKLAD_00895	CDS	1029	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
BCDAKLAD_00896	gene	942	ydjH			
BCDAKLAD_00896	CDS	942	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
BCDAKLAD_00897	gene	1005	rbsC_6			
BCDAKLAD_00897	CDS	1005	rbsC_6		COG1172	Ribose import permease protein RbsC
BCDAKLAD_00898	gene	990	alsC			
BCDAKLAD_00898	CDS	990	alsC		COG1172	D-allose transport system permease protein AlsC
BCDAKLAD_00899	gene	1551	xylG_1			
BCDAKLAD_00899	CDS	1551	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
BCDAKLAD_00900	gene	981				
BCDAKLAD_00900	CDS	981				hypothetical protein
BCDAKLAD_00901	gene	2310	dmsA_1			
BCDAKLAD_00901	CDS	2310	dmsA_1	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
BCDAKLAD_00902	gene	543	mtnD			
BCDAKLAD_00902	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
BCDAKLAD_00903	gene	690	mtnC			
BCDAKLAD_00903	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
BCDAKLAD_00904	gene	1161	ybdL			
BCDAKLAD_00904	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
BCDAKLAD_00905	gene	627	ybdM			
BCDAKLAD_00905	CDS	627	ybdM		COG1475	putative protein YbdM
BCDAKLAD_00906	gene	1224				
BCDAKLAD_00906	CDS	1224				hypothetical protein
BCDAKLAD_00907	gene	933	ybdO_1			
BCDAKLAD_00907	CDS	933	ybdO_1			putative HTH-type transcriptional regulator YbdO
BCDAKLAD_00908	gene	750	dsbG			
BCDAKLAD_00908	CDS	750	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
BCDAKLAD_00909	gene	564	ahpC_2			
BCDAKLAD_00909	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BCDAKLAD_00910	gene	1566	ahpF			
BCDAKLAD_00910	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
BCDAKLAD_00911	gene	429	uspG_1			
BCDAKLAD_00911	CDS	429	uspG_1		COG0589	Universal stress protein UP12
BCDAKLAD_00912	gene	411	rnk			
BCDAKLAD_00912	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
BCDAKLAD_00913	gene	798	rna			
BCDAKLAD_00913	CDS	798	rna	4.6.1.21	COG3719	Ribonuclease I
BCDAKLAD_00914	gene	1329	dcuD			
BCDAKLAD_00914	CDS	1329	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
BCDAKLAD_00915	gene	519	pagP			
BCDAKLAD_00915	CDS	519	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
BCDAKLAD_00916	gene	210	cspE			
BCDAKLAD_00916	CDS	210	cspE			Cold shock-like protein CspE
BCDAKLAD_00917	gene	384	crcB			
BCDAKLAD_00917	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
BCDAKLAD_00918	gene	789	ybeM			
BCDAKLAD_00918	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
BCDAKLAD_00919	gene	207	tatE			
BCDAKLAD_00919	CDS	207	tatE		COG1826	Sec-independent protein translocase protein TatE
BCDAKLAD_00920	gene	966	lipA			
BCDAKLAD_00920	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
BCDAKLAD_00921	gene	897	ybdO_2			
BCDAKLAD_00921	CDS	897	ybdO_2			putative HTH-type transcriptional regulator YbdO
BCDAKLAD_00922	gene	645	lipB			
BCDAKLAD_00922	CDS	645	lipB	2.3.1.181	COG0321	Octanoyltransferase
BCDAKLAD_00923	gene	264				
BCDAKLAD_00923	CDS	264				hypothetical protein
BCDAKLAD_00924	gene	1272	dacA			
BCDAKLAD_00924	CDS	1272	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
BCDAKLAD_00925	gene	1149	rlpA			
BCDAKLAD_00925	CDS	1149	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
BCDAKLAD_00926	gene	1113	mrdB			
BCDAKLAD_00926	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
BCDAKLAD_00927	gene	1902	mrdA_1			
BCDAKLAD_00927	CDS	1902	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
BCDAKLAD_00928	gene	468	rlmH			
BCDAKLAD_00928	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
BCDAKLAD_00929	gene	318	rsfS			
BCDAKLAD_00929	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
BCDAKLAD_00930	gene	630	cobC_2			
BCDAKLAD_00930	CDS	630	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
BCDAKLAD_00931	gene	651	nadD			
BCDAKLAD_00931	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
BCDAKLAD_00932	gene	1035	holA			
BCDAKLAD_00932	CDS	1035	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
BCDAKLAD_00933	gene	591	lptE			
BCDAKLAD_00933	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
BCDAKLAD_00934	gene	2583	leuS			
BCDAKLAD_00934	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
BCDAKLAD_00935	gene	486				
BCDAKLAD_00935	CDS	486				hypothetical protein
BCDAKLAD_00936	gene	1794	cdiA			
BCDAKLAD_00936	CDS	1794	cdiA	3.1.-.-		tRNA nuclease CdiA
BCDAKLAD_00937	gene	1671	shlB			
BCDAKLAD_00937	CDS	1671	shlB			Hemolysin transporter protein ShlB
BCDAKLAD_00938	gene	726	glnQ_2			
